Из xml,Класс страницы,Тип страницы,Назначение,"URL красивый, читаемый и привлекательный",Название страницы,Код ответа,Закрыта от индекса,туров на 18.10.25,коммент
https://youtravel.me/tours/country/сейшелы/month-nov,страны,SEO-фильтр,Месяцы - ноябрь,https://youtravel.me/tours/country/сейшелы/month-nov,Туры на Сейшелы в ноябре,200,,#N/A,
https://youtravel.me/tours/country/сейшелы/month-oct,страны,SEO-фильтр,Месяцы - октябрь,https://youtravel.me/tours/country/сейшелы/month-oct,Туры на Сейшелы в октябре,200,,#N/A,
https://youtravel.me/tours/country/сейшелы/month-sep,страны,SEO-фильтр,Месяцы - сентябрь,https://youtravel.me/tours/country/сейшелы/month-sep,Туры на Сейшелы в сентябре,200,,#N/A,
https://youtravel.me/tours/country/сейшелы/type-yahting,страны,SEO-фильтр,Типы - яхтинг,https://youtravel.me/tours/country/сейшелы/type-yahting,Яхт туры на Сейшелах,200,,#N/A,
https://youtravel.me/tours/country/%D1%81%D0%B5%D0%BD%D0%B5%D0%B3%D0%B0%D0%BB,страны,страны,Целевая страница каталога,https://youtravel.me/tours/country/сенегал,Туры в Сенегал,200,,#N/A,
https://youtravel.me/tours/country/%D1%81%D0%B5%D0%BD%D1%82-%D0%BA%D0%B8%D1%82%D1%81_%D0%B8_%D0%BD%D0%B5%D0%B2%D0%B8%D1%81,страны,страны,Целевая страница каталога,https://youtravel.me/tours/country/сент-китс_и_невис,Туры в Сент-Китс и Невис,200,,#N/A,
https://youtravel.me/tours/country/%D1%81%D0%B5%D0%BD%D1%82-%D0%BB%D1%8E%D1%81%D0%B8%D1%8F,страны,страны,Целевая страница каталога,https://youtravel.me/tours/country/сент-люсия,Туры в Сент-Люсию,200,,#N/A,
https://youtravel.me/tours/country/%D1%81%D0%B5%D1%80%D0%B1%D0%B8%D1%8F,страны,страны,Целевая страница каталога,https://youtravel.me/tours/country/сербия,Туры в Сербию,200,,9,
https://youtravel.me/tours/country/сербия/month-apr,страны,SEO-фильтр,Месяцы - апрель,https://youtravel.me/tours/country/сербия/month-apr,Туры в Сербию в апреле,200,,#N/A,
https://youtravel.me/tours/country/сербия/month-aug,страны,SEO-фильтр,Месяцы - август,https://youtravel.me/tours/country/сербия/month-aug,Туры в Сербию в августе,200,,#N/A,
https://youtravel.me/tours/country/сербия/month-dec,страны,SEO-фильтр,Месяцы - декабрь,https://youtravel.me/tours/country/сербия/month-dec,Туры в Сербию в декабре,200,,#N/A,
https://youtravel.me/tours/country/сербия/month-feb,страны,SEO-фильтр,Месяцы - февраль,https://youtravel.me/tours/country/сербия/month-feb,Туры в Сербию в феврале,200,,#N/A,
https://youtravel.me/tours/country/сербия/month-jan,страны,SEO-фильтр,Месяцы - январь,https://youtravel.me/tours/country/сербия/month-jan,Туры в Сербию в январе,200,,#N/A,
https://youtravel.me/tours/country/сербия/month-jul,страны,SEO-фильтр,Месяцы - июль,https://youtravel.me/tours/country/сербия/month-jul,Туры в Сербию в июле,200,,#N/A,
https://youtravel.me/tours/country/сербия/month-jun,страны,SEO-фильтр,Месяцы - июнь,https://youtravel.me/tours/country/сербия/month-jun,Туры в Сербию в июне,200,,#N/A,
https://youtravel.me/tours/country/сербия/month-mar,страны,SEO-фильтр,Месяцы - март,https://youtravel.me/tours/country/сербия/month-mar,Туры в Сербию в марте,200,,#N/A,
https://youtravel.me/tours/country/сербия/month-may,страны,SEO-фильтр,Месяцы+праздники - май+майские,https://youtravel.me/tours/country/сербия/month-may,Туры в Сербию в мае,200,,#N/A,
https://youtravel.me/tours/country/сербия/month-nov,страны,SEO-фильтр,Месяцы - ноябрь,https://youtravel.me/tours/country/сербия/month-nov,Туры в Сербию в ноябре,200,,#N/A,
https://youtravel.me/tours/country/сербия/month-oct,страны,SEO-фильтр,Месяцы - октябрь,https://youtravel.me/tours/country/сербия/month-oct,Туры в Сербию в октябре,200,,#N/A,
https://youtravel.me/tours/country/сербия/month-sep,страны,SEO-фильтр,Месяцы - сентябрь,https://youtravel.me/tours/country/сербия/month-sep,Туры в Сербию в сентябре,200,,#N/A,
https://youtravel.me/tours/country/%D1%81%D0%B8%D0%BD%D0%B3%D0%B0%D0%BF%D1%83%D1%80,страны,страны,Целевая страница каталога,https://youtravel.me/tours/country/сингапур,Туры в Сингапур,200,,20,
https://youtravel.me/tours/country/сингапур/month-apr,страны,SEO-фильтр,Месяцы - апрель,https://youtravel.me/tours/country/сингапур/month-apr,Туры в Сингапур в апреле,200,,#N/A,
https://youtravel.me/tours/country/сингапур/month-aug,страны,SEO-фильтр,Месяцы - август,https://youtravel.me/tours/country/сингапур/month-aug,Туры в Сингапур в августе,200,,#N/A,
https://youtravel.me/tours/country/сингапур/month-dec,страны,SEO-фильтр,Месяцы - декабрь,https://youtravel.me/tours/country/сингапур/month-dec,Туры в Сингапур в декабре,200,,#N/A,
https://youtravel.me/tours/country/сингапур/month-feb,страны,SEO-фильтр,Месяцы - февраль,https://youtravel.me/tours/country/сингапур/month-feb,Туры в Сингапур в феврале,200,,#N/A,
https://youtravel.me/tours/country/сингапур/month-jan,страны,SEO-фильтр,Месяцы - январь,https://youtravel.me/tours/country/сингапур/month-jan,Туры в Сингапур в январе,200,,#N/A,
https://youtravel.me/tours/country/сингапур/month-jul,страны,SEO-фильтр,Месяцы - июль,https://youtravel.me/tours/country/сингапур/month-jul,Туры в Сингапур в июле,200,,#N/A,
https://youtravel.me/tours/country/сингапур/month-jun,страны,SEO-фильтр,Месяцы - июнь,https://youtravel.me/tours/country/сингапур/month-jun,Туры в Сингапур в июне,200,,#N/A,
https://youtravel.me/tours/country/сингапур/month-mar,страны,SEO-фильтр,Месяцы - март,https://youtravel.me/tours/country/сингапур/month-mar,Туры в Сингапур в марте,200,,#N/A,
https://youtravel.me/tours/country/сингапур/month-may,страны,SEO-фильтр,Месяцы+праздники - май+майские,https://youtravel.me/tours/country/сингапур/month-may,Туры в Сингапур в мае,200,,#N/A,
https://youtravel.me/tours/country/сингапур/month-nov,страны,SEO-фильтр,Месяцы - ноябрь,https://youtravel.me/tours/country/сингапур/month-nov,Туры в Сингапур в ноябре,200,,#N/A,
https://youtravel.me/tours/country/сингапур/month-oct,страны,SEO-фильтр,Месяцы - октябрь,https://youtravel.me/tours/country/сингапур/month-oct,Туры в Сингапур в октябре,200,,#N/A,
https://youtravel.me/tours/country/сингапур/month-sep,страны,SEO-фильтр,Месяцы - сентябрь,https://youtravel.me/tours/country/сингапур/month-sep,Туры в Сингапур в сентябре,200,,#N/A,
https://youtravel.me/tours/country/%D1%81%D0%B8%D1%80%D0%B8%D1%8F,страны,страны,Целевая страница каталога,https://youtravel.me/tours/country/сирия,Туры в Сирию,200,,#N/A,
https://youtravel.me/tours/country/сирия/month-apr,страны,SEO-фильтр,Месяцы - апрель,https://youtravel.me/tours/country/сирия/month-apr,Туры в Сирию в апреле,200,,#N/A,
https://youtravel.me/tours/country/сирия/month-aug,страны,SEO-фильтр,Месяцы - август,https://youtravel.me/tours/country/сирия/month-aug,Туры в Сирию в августе,200,,#N/A,
https://youtravel.me/tours/country/сирия/month-dec,страны,SEO-фильтр,Месяцы - декабрь,https://youtravel.me/tours/country/сирия/month-dec,Туры в Сирию в декабре,200,,#N/A,
https://youtravel.me/tours/country/сирия/month-feb,страны,SEO-фильтр,Месяцы - февраль,https://youtravel.me/tours/country/сирия/month-feb,Туры в Сирию в феврале,200,,#N/A,
https://youtravel.me/tours/country/сирия/month-jan,страны,SEO-фильтр,Месяцы - январь,https://youtravel.me/tours/country/сирия/month-jan,Туры в Сирию в январе,200,,#N/A,
https://youtravel.me/tours/country/сирия/month-jul,страны,SEO-фильтр,Месяцы - июль,https://youtravel.me/tours/country/сирия/month-jul,Туры в Сирию в июле,200,,#N/A,
https://youtravel.me/tours/country/сирия/month-jun,страны,SEO-фильтр,Месяцы - июнь,https://youtravel.me/tours/country/сирия/month-jun,Туры в Сирию в июне,200,,#N/A,
https://youtravel.me/tours/country/сирия/month-mar,страны,SEO-фильтр,Месяцы - март,https://youtravel.me/tours/country/сирия/month-mar,Туры в Сирию в марте,200,,#N/A,
https://youtravel.me/tours/country/сирия/month-may,страны,SEO-фильтр,Месяцы+праздники - май+майские,https://youtravel.me/tours/country/сирия/month-may,Туры в Сирию в мае,200,,#N/A,
https://youtravel.me/tours/country/сирия/month-nov,страны,SEO-фильтр,Месяцы - ноябрь,https://youtravel.me/tours/country/сирия/month-nov,Туры в Сирию в ноябре,200,,#N/A,
